ANALYTE_ACCESSION	ANALYTE_PREFERRED	CLUSTER_SUBUNIT_GENE_IDS	CLUSTER_SUBUNIT_GENE_SYMBOLS	CLUSTER_SUBUNIT_UNIPROT_IDS	CLUSTER_SUBUNIT_UNIPROT_NAMES	GENE_ADDITIONAL_NAMES	GENE_ALIASES	GENE_ID	GENETIC_NOMENCLATURE_ID	IMMUNOLOGY_GENE_SYMBOL	IX_SYNONYMS	LINK	MESH_ID	MESH_NAME	OFFICIAL_GENE_NAME	OMIM_ID	ORTHOLOG_IDS	PROTEIN_ONTOLOGY_ID	PROTEIN_ONTOLOGY_NAME	PROTEIN_ONTOLOGY_SYNONYMS	PROTEIN_ONTOLOGY_URL	SHEN_ORR_ID	TAXONOMY_ID	TYPOGRAPHICAL_VARIATIONS	UNIPROT_ALT_PROT_NAMES	UNIPROT_ID	UNIPROT_PROTEIN_NAME	UNIQUE_ID
ANA119	IL10RA					IL-10 receptor subunit alpha;IL-10R subunit 1;IL-10R subunit alpha;IL-10RA;interleukin-10 receptor alpha chain;interleukin-10 receptor subunit 1;interleukin-10 receptor subunit alpha;	CD210;CD210a;CDW210A;HIL-10R;IL-10R1;IL10R;	3587	HGNC:5964	IL10RA	-	http://www.ncbi.nlm.nih.gov/gene/?term=3587	-	-	interleukin 10 receptor, alpha	146933	16154	PR:000001365	interleukin-10 receptor alpha chain	IL-10RA;interleukin-10 receptor subunit 1;IL-10R1;IL-10 receptor subunit alpha;IL-10R subunit alpha;IL10R;CDw210a;IL10RA;IL-10R subunit 1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001365	-	9606	-	IL-10 receptor subunit alpha;IL-10R subunit alpha;IL-10RA;CDw210a;Interleukin-10 receptor subunit 1;IL-10R subunit 1;IL-10R1;	I10R1_HUMAN	Interleukin-10 receptor subunit alpha	CID_216
ANA12	CCL20					CC motif chemokine 20;small inducible cytokine subfamily A (CysCys), member 20;liver and activationregulated chemokine;macrophage inflammatory protein 3 alpha;smallinducible cytokine A20;beta chemokine exodus1;CC chemokine LARC;	CKb4;LARC;ST38;MIP3A;MIP-3a;SCYA20;MIP-3-alpha;	6364	HGNC:10619	CCL20	-	http://www.ncbi.nlm.nih.gov/gene/?term=6364	D054418	Chemokine CCL20	chemokine (C-C motif) ligand 20	601960	20297	PR:000001992	C-C motif chemokine 20	SCYA20;CCL20;liver and activation-regulated chemokine;small-inducible cytokine A20;beta chemokine exodus-1;MIP3A;CC chemokine ST38;CC chemokine LARC;LARC;macrophage inflammatory protein 3 alpha;MIP-3-alpha;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001992	-	9606	Chemokine CCL20;CCL20;	Beta-chemokine exodus-1;CC chemokine LARC;Liver and activation-regulated chemokine;Macrophage inflammatory protein 3 alpha;MIP-3-alpha;Small-inducible cytokine A20;	CCL20_HUMAN	CCL20(2-70)	CID_21
ANA120	IL10RB					IL-10 receptor subunit beta;IL-10R subunit 2;IL-10R subunit beta;IL-10RB;cytokine receptor class-II CRF2-4;cytokine receptor class-II member 4;cytokine receptor family 2 member 4;cytokine receptor family II, member 4;interleukin-10 receptor subunit 2;interleukin-10 receptor subunit beta;	CDW210B;CRF2-4;CRFB4;D21S58;D21S66;IL-10R2;	3588	HGNC:5965	IL10RB	-	http://www.ncbi.nlm.nih.gov/gene/?term=3588	-	-	interleukin 10 receptor, beta	123889	16155	PR:000008979	interleukin-10 receptor beta chain	IL-10R2;CRF2-4;interleukin-10 receptor subunit 2;cytokine receptor family 2 member 4;CRFB4;IL10RB;cytokine receptor class-II member 4;IL-10R subunit 2;D21S58;IL-10R subunit beta;D21S66;IL-10 receptor subunit beta;IL-10RB;CDw210b;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008979	-	9606	-	IL-10 receptor subunit beta;IL-10R subunit beta;IL-10RB;Cytokine receptor class-II member 4;Cytokine receptor family 2 member 4;CRF2-4;Interleukin-10 receptor subunit 2;IL-10R subunit 2;IL-10R2;	I10R2_HUMAN	Interleukin-10 receptor subunit beta	CID_265
ANA121	IL11					interleukin11;adipogenesis inhibitory factor;oprelvekin;	AGIF;IL-11;	3589	HGNC:5966	IL11	il-11;agif;hpaec survival factor;interleukin 11;meg-csf;interleukin-11;il11;adipogenesis inhibitory factor;oprelvekin;human pulmonary artery endothelial cell-derived survival factor;megakaryocyte colony stimulating factor;	http://www.ncbi.nlm.nih.gov/gene/?term=3589	D017370	Interleukin-11	interleukin 11	147681	16156	PR:000001366	interleukin-11	oprelvekin;IL-11;AGIF;IL11;adipogenesis inhibitory factor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001366	163	9606	IL 11;IL-11;IL11;Interleukin-11;interleukin 11;	IL-11;Adipogenesis inhibitory factor;AGIF;	IL11_HUMAN	Interleukin-11	CID_94
ANA1	ACKR3					C-X-C chemokine receptor type 7;G protein-coupled receptor;G-protein coupled receptor 159;G-protein coupled receptor RDC1 homolog;chemokine (C-X-C motif) receptor 7;chemokine orphan receptor 1;	CMKOR1;CXC-R7;CXCR-7;CXCR7;GPR159;RDC-1;RDC1;	57007	HGNC:23692	ACKR3	-	http://www.ncbi.nlm.nih.gov/gene/?term=57007	-	-	atypical chemokine receptor 3	610376	12778	PR:000001211	chemokine receptor CXCR7	CXCR-7;CMKOR1;RDC-1;CXCR7;chemokine orphan receptor 1;GPR159;ACKR3;CXC-R7;RDC1;G-protein coupled receptor RDC1 homolog;G-protein coupled receptor 159;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001211	-	9606	-	C-X-C chemokine receptor type 7;CXC-R7;CXCR-7;Chemokine orphan receptor 1;G-protein coupled receptor 159;G-protein coupled receptor RDC1 homolog;RDC-1;	ACKR3_HUMAN	Atypical chemokine receptor 3	CID_250
ANA10	CCL19					EBI1 ligand chemokine;exodus3;beta chemokine exodus3;CK beta11;betachemokine exodus3;CC chemokine ligand 19;MIP3beta;small inducible cytokine subfamily A (CysCys), member 19;epsteinBarr virusinduced molecule 1 ligand chemokine;macrophage inflammatory protein 3beta;macrophage inflammatory protein 3 beta;EBI1ligand chemokine;CC motif chemokine 19;smallinducible cytokine A19;	ELC;CKb11;MIP3B;MIP-3b;SCYA19;	6363	HGNC:10617	CCL19	-	http://www.ncbi.nlm.nih.gov/gene/?term=6363	D054415	Chemokine CCL19	chemokine (C-C motif) ligand 19	602227	24047	PR:000001991	C-C motif chemokine 19	MIP3B;epstein-Barr virus-induced molecule 1 ligand chemokine;small-inducible cytokine A19;beta chemokine exodus-3;CK beta-11;MIP-3-beta;CCL19;ELC;EBI1 ligand chemokine;macrophage inflammatory protein 3 beta;SCYA19;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001991	-	9606	Chemokine CCL19;CCL19;CCL-19;	Beta-chemokine exodus-3;CK beta-11;Epstein-Barr virus-induced molecule 1 ligand chemokine;EBI1 ligand chemokine;ELC;Macrophage inflammatory protein 3 beta;MIP-3-beta;Small-inducible cytokine A19;	CCL19_HUMAN	C-C motif chemokine 19	CID_19
ANA100	IFNA21					IFNalpha21;interferon alpha21;leukocyte interferon protein;interferon alphaF;	LeIF F;leIF-F;IFN-alphaI;	3452	HGNC:5424	IFNA21	Interferon_alpha_21;	http://www.ncbi.nlm.nih.gov/gene/?term=3452	-	-	interferon, alpha 21	147584	-	PR:000008916	interferon alpha-21	interferon alpha-F;IFN-alpha-21;IFNA21;LeIF F;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008916	20	9606	-	IFN-alpha-21;Interferon alpha-F;LeIF F;	IFN21_HUMAN	Interferon alpha-21	CID_75
ANA101	IFNA4					interferon alphaM1;IFNalpha4;interferon alpha4B;interferon alpha4;interferon alpha76;	INFA4;IFN-alpha4a;	3441	HGNC:5425	IFNA4	Interferon_alpha_4;	http://www.ncbi.nlm.nih.gov/gene/?term=3441	-	-	interferon, alpha 4	147564	15967	PR:000008917	interferon alpha-4	IFNA4;interferon alpha-76;interferon alpha-4B;IFN-alpha-4;interferon alpha-M1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008917	22	9606	-	IFN-alpha-4;Interferon alpha-4B;Interferon alpha-76;Interferon alpha-M1;	IFNA4_HUMAN	Interferon alpha-4	CID_76
ANA102	IFNA5					interferon alpha5;interferon alpha61;interferon alphaG;	INA5;INFA5;leIF G;IFN-alphaG;IFN-alpha-5;	3442	HGNC:5426	IFNA5	Interferon_alpha_5;	http://www.ncbi.nlm.nih.gov/gene/?term=3442	-	-	interferon, alpha 5	147565	15968	PR:000008918	interferon alpha-5	interferon alpha-G;IFNA5;IFN-alpha-5;interferon alpha-61;LeIF G;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008918	24	9606	-	IFN-alpha-5;Interferon alpha-61;Interferon alpha-G;LeIF G;	IFNA5_HUMAN	Interferon alpha-5	CID_77
ANA103	IFNA6					IFNalpha6;interferon alpha54;leIF K;interferon alpha6;interferon alphaK;	IFN-alphaK;	3443	HGNC:5427	IFNA6	Interferon_alpha_6;	http://www.ncbi.nlm.nih.gov/gene/?term=3443	-	-	interferon, alpha 6	147566	15969	PR:000008919	interferon alpha-6	interferon alpha-54;IFN-alpha-6;interferon alpha-K;LeIF K;Ifa6;IFN-alpha-8;Ifna8;Ifa8;IFNA6;interferon alpha-8;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008919	26	9606	-	IFN-alpha-6;Interferon alpha-54;Interferon alpha-K;LeIF K;	IFNA6_HUMAN	Interferon alpha-6	CID_78
ANA104	IFNA7					IFNalpha 7;IFNalpha7;interferon alpha7;leIF J;interferon alphaJ1;IFNalphaJ1;interferon alphaJ;	IFNA-J;IFN-alphaJ;	3444	HGNC:5428	IFNA7	Interferon_alpha_7;	http://www.ncbi.nlm.nih.gov/gene/?term=3444	-	-	interferon, alpha 7	147567	15970	PR:000008920	interferon alpha-7	IFNA7;LeIF J;IFN-alpha-J1;IFN-alpha-7;interferon alpha-J1;interferon alpha-J;Ifa7;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008920	28	9606	-	IFN-alpha-7;Interferon alpha-J;LeIF J;Interferon alpha-J1;IFN-alpha-J1;	IFNA7_HUMAN	Interferon alpha-7	CID_79
ANA105	IFNA8					interferon alphaB;interferon alphaB2;IFNalpha8;interferon alpha type 201;interferon alphaB';leIF B;interferon alpha8;	IFN-alphaB;	3445	HGNC:5429	IFNA8	Interferon_alpha_8;	http://www.ncbi.nlm.nih.gov/gene/?term=3445	-	-	interferon, alpha 8	147568	15969	PR:000008921	interferon alpha-8	LeIF B;IFN-alpha-8;interferon alpha-B;interferon alpha-B2;IFNA8;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008921	30	9606	-	IFN-alpha-8;Interferon alpha-B;LeIF B;Interferon alpha-B2;	IFNA8_HUMAN	Interferon alpha-8	CID_80
ANA106	IFNAR1					CRF2-1;IFN-R-1;IFN-alpha/beta receptor 1;alpha-type antiviral protein;beta-type antiviral protein;cytokine receptor class-II member 1;cytokine receptor family 2 member 1;interferon alpha/beta receptor 1;interferon-alpha/beta receptor alpha chain;interferon-beta receptor 1;type I interferon receptor 1;	AVP;IFN-alpha-REC;IFNAR;IFNBR;IFRC;	3454	HGNC:5432	IFNAR1	-	http://www.ncbi.nlm.nih.gov/gene/?term=3454	-	-	interferon (alpha, beta and omega) receptor 1	107450	15975	PR:000008922	interferon-alpha/beta receptor alpha chain	type I interferon receptor 1;IFN-alpha/beta receptor 1;IFNAR;cytokine receptor class-II member 1;cytokine receptor family 2 member 1;Ifar;IFN-R-1;IFNAR1;CRF2-1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008922	-	9606	-	IFN-R-1;IFN-alpha/beta receptor 1;Cytokine receptor class-II member 1;Cytokine receptor family 2 member 1;CRF2-1;Type I interferon receptor 1;	INAR1_HUMAN	Interferon alpha/beta receptor 1	CID_264
ANA107	IFNAR2					IFN-R-2;IFN-alpha/beta receptor 2;human interferon alpha/beta receptor;interferon alpha binding protein;interferon alpha/beta receptor 2;interferon-alpha/beta receptor beta chain;type I interferon receptor 2;	IFN-R;IFN-alpha-REC;IFNABR;IFNARB;	3455	HGNC:5433	IFNAR2	-	http://www.ncbi.nlm.nih.gov/gene/?term=3455	-	-	interferon (alpha, beta and omega) receptor 2	602376	15976	PR:000008923	interferon-alpha/beta receptor beta chain	IFN-R-2;IFNABR;type I interferon receptor 2;IFNAR2;IFNARB;IFN-alpha/beta receptor 2;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008923	-	9606	-	IFN-R-2;IFN-alpha binding protein;IFN-alpha/beta receptor 2;Interferon alpha binding protein;Type I interferon receptor 2;	INAR2_HUMAN	Interferon alpha/beta receptor 2	CID_263
ANA151	IL20RB					IL-20 receptor subunit beta;IL-20R-beta;IL-20RB;fibronectin type III domain containing 6;interleukin-20 receptor II;interleukin-20 receptor subunit beta;	hCG_2022374;DIRS1;FNDC6;IL-20R2;	53833	HGNC:6004	IL20RB	-	http://www.ncbi.nlm.nih.gov/gene/?term=53833	-	-	interleukin 20 receptor beta	605621	213208	PR:000008997	interleukin-20 receptor subunit beta	DIRS1;IL-20 receptor subunit beta;IL-20R-beta;IL-20R2;IL-20RB;IL20RB;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008997	-	9606	-	IL-20 receptor subunit beta;IL-20R-beta;IL-20RB;Fibronectin type III domain containing 6;FNDC6;IL-20R2;	I20RB_HUMAN	Interleukin-20 receptor subunit beta	CID_248
ANA152	IL21					interleukin21;interleukin21 isoform;	Za11;IL-21;CVID11;	59067	HGNC:6005	IL21	il-21;	http://www.ncbi.nlm.nih.gov/gene/?term=59067	-	-	interleukin 21	605384	60505	PR:000001382	interleukin-21	IL21;Za11;IL-21;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001382	87	9606	-	IL-21;Za11;	IL21_HUMAN	Interleukin-21	CID_112
ANA153	IL21R					IL-21 receptor;interleukin-21 receptor;novel interleukin receptor;	UNQ3121/PRO10273;CD360;NILR;	50615	HGNC:6006	IL21R	-	http://www.ncbi.nlm.nih.gov/gene/?term=50615	-	-	interleukin 21 receptor	605383	60504	PR:000008998	interleukin-21 receptor	NILR;NR8;LR-beta;lymphocyte receptor beta;IL-21 receptor;IL21R;CD360;IL-21R;novel cytokine receptor 8;novel interleukin receptor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008998	-	9606	-	IL-21 receptor;IL-21R;Novel interleukin receptor;	IL21R_HUMAN	Interleukin-21 receptor	CID_257
ANA154	IL22					IL10related Tcellderivedinducible factor;interleukin22;IL10related Tcellderived inducible factor;cytokine Zcyto18;	TIFa;IL-21;IL-22;ILTIF;IL-TIF;IL-D110;zcyto18;TIFIL-23;	50616	HGNC:14900	IL22	Interleukin-22;il-22;Il22a;il22;iltif;il-10-related t-cell-derived-inducible factor;interleukin-22;iltifa;il-tif alpha;interleukin 22;tifil-23;mgc79384;il-tif;zcyto18;tifa;tif-alpha;tif-a;il-d110;mgc79382;interleukin-22a;	http://www.ncbi.nlm.nih.gov/gene/?term=50616	-	-	interleukin 22	605330	50929	PR:000001383	interleukin-22	IL-22;IL22;IL-TIF;ILTIF;ZCYTO18;IL-TIF alpha;IL-22a;Il22a;interleukin-22a;IL-10-related T-cell-derived-inducible factor;cytokine Zcyto18;Iltifa;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001383	131	9606	-	IL-22;Cytokine Zcyto18;IL-10-related T-cell-derived-inducible factor;IL-TIF;	IL22_HUMAN	Interleukin-22	CID_113
ANA155	IL22RA1					IL-22 receptor subunit alpha-1;IL-22R-alpha-1;IL-22RA1;cytokine receptor class-II member 9;cytokine receptor family 2 member 9;interleukin-22 receptor subunit alpha-1;zcytoR11;	CRF2-9;IL22R;IL22R1;	58985	HGNC:13700	IL22RA1	-	http://www.ncbi.nlm.nih.gov/gene/?term=58985	-	-	interleukin 22 receptor, alpha 1	605457	230828	PR:000008999	interleukin-22 receptor subunit alpha-1	CRF2-9;ZcytoR11;IL22R;IL-22R-alpha-1;IL22RA1;IL-22RA1;cytokine receptor family 2 member 9;cytokine receptor class-II member 9;IL-22 receptor subunit alpha-1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008999	-	9606	-	IL-22 receptor subunit alpha-1;IL-22R-alpha-1;IL-22RA1;Cytokine receptor class-II member 9;Cytokine receptor family 2 member 9;CRF2-9;ZcytoR11;	I22R1_HUMAN	Interleukin-22 receptor subunit alpha-1	CID_266
ANA156	IL22RA2					cytokine receptor class-II member 10;cytokine receptor family type 2, soluble 1;interleukin 22-binding protein;interleukin-22 receptor subunit alpha-2;	UNQ5793/PRO19598/PRO19822;CRF2-10;CRF2-S1;CRF2X;IL-22BP;IL-22R-alpha-2;IL-22RA2;ZCYTOR16;	116379	HGNC:14901	IL22RA2	-	http://www.ncbi.nlm.nih.gov/gene/?term=116379	-	-	interleukin 22 receptor, alpha 2	606648	237310	PR:000009000	interleukin-22 receptor subunit alpha-2	CRF2-S1;interleukin-22-binding protein;IL-22BP;IL22RA2;ZcytoR16;CRF2-10;cytokine receptor family type 2, soluble 1;IL22BP;cytokine receptor family 2 member 10;IL-22RA2;IL-22 receptor subunit alpha-2;IL-22R-alpha-2;cytokine receptor class-II member 10;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000009000	-	9606	-	IL-22 receptor subunit alpha-2;IL-22R-alpha-2;IL-22RA2;Cytokine receptor class-II member 10;Cytokine receptor family 2 member 10;CRF2-10;Cytokine receptor family type 2, soluble 1;CRF2-S1;Interleukin-22-binding protein;IL-22BP;IL22BP;ZcytoR16;	I22R2_HUMAN	Interleukin-22 receptor subunit alpha-2	CID_267
ANA157	IL23A					interleukin23 subunit p19;interleukin 23 p19 subunit;interleukin23 subunit alpha;interleukinsix, GCSF related factor;IL23 subunit alpha;IL23p19;IL23A;JKA3 induced upon Tcell activation;	P19;SGRF;IL-23;IL-23A;IL23P19;	51561	HGNC:15488	IL23A	-	http://www.ncbi.nlm.nih.gov/gene/?term=51561	D053760	Interleukin-23 Subunit p19	interleukin 23, alpha subunit p19	605580	83430	PR:000001384	interleukin-23 subunit alpha	IL-23 subunit alpha;SGRF;IL23A;IL-23p19;interleukin-23 subunit p19;IL-23-A;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001384	-	9606	Interleukin-23 Subunit p19;	IL-23 subunit alpha;IL-23-A;Interleukin-23 subunit p19;IL-23p19;	IL23A_HUMAN	Interleukin-23 subunit alpha	CID_115
ANA158	IL23R					Chromosome: 1;Location: 1p31.3;	-	149233	HGNC:19100	IL23R	-	http://www.ncbi.nlm.nih.gov/gene/?term=149233	-	-	interleukin 23 receptor	607562	209590	PR:000009001	interleukin-23 receptor	IL-23R;IL-23 receptor;IL23R;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000009001	-	9606	-	IL-23 receptor;IL-23R;	IL23R_HUMAN	Interleukin-23 receptor	CID_255
ANA159	IL24					interleukin24;suppression of tumorigenicity 16 (melanoma differentiation);melanocyteassociated Mda7;IL4induced secreted protein;melanoma differentiationassociated gene 7 protein;	C49A;FISP;MDA7;MOB5;ST16;IL10B;	11009	HGNC:11346	IL24	Interleukin-24;il-24;il24;il-10b;mda7;mda-7;c49a;interleukin-24;th2-specific cytokine fisp;il-4-induced secreted protein;mob5;st16;interleukin 24;melanoma differentiation-associated gene 7;mob-5;st-16;suppression of tumorigenicity 16;fisp;il10b;suppression of tumorigenicity-16;	http://www.ncbi.nlm.nih.gov/gene/?term=11009	-	-	interleukin 24	604136	93672	PR:000001474	interleukin-24	IL-24;ST16;MDA7;MDA-7;melanoma differentiation-associated gene 7 protein;IL-4-induced secreted protein;IL24;suppression of tumorigenicity 16 protein;Th2-specific cytokine FISP;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001474	135	9606	-	IL-24;Melanoma differentiation-associated gene 7 protein;MDA-7;Suppression of tumorigenicity 16 protein;	IL24_HUMAN	Interleukin-24	CID_117
ANA16	CCL24					small inducible cytokine subfamily A (CysCys), member 24;myeloid progenitor inhibitory factor 2;CC motif chemokine 24;eosinophil chemotactic protein 2;CKbeta6;eotaxin2;smallinducible cytokine A24;	Ckb-6;MPIF2;MPIF-2;SCYA24;	6369	HGNC:10623	CCL24	Chemokine_CCL24;ccl-24;ck-beta-6;scya24;c-c motif chemokine 24;ckb6;myeloid progenitor inhibitory factor-2;mpif-2;mpif2;eosinophil chemotactic protein 2;ccl24;eotaxin-2;ckbeta-6;myeloid progenitor inhibitory factor 2;small-inducible cytokine a24;ckb-6;chemokine (c-c motif) ligand 24;eotaxin 2;	http://www.ncbi.nlm.nih.gov/gene/?term=6369	D054423	Chemokine CCL24	chemokine (C-C motif) ligand 24	602495	56221	PR:000001996	C-C motif chemokine 24	CCL24;CK-beta-6;MPIF-2;MPIF2;SCYA24;eosinophil chemotactic protein 2;eotaxin-2;myeloid progenitor inhibitory factor 2;small-inducible cytokine A24;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001996	223	9606	C-C motif chemokine 24;CCL24;Chemokine CCL24;	CK-beta-6;Eosinophil chemotactic protein 2;Eotaxin-2;Myeloid progenitor inhibitory factor 2;MPIF-2;Small-inducible cytokine A24;	CCL24_HUMAN	C-C motif chemokine 24	CID_25
ANA160	IL25					interleukin25;interleukin17E;	IL17E;	64806	HGNC:13765	IL25	il-25;il25;interleukin-25;interleukin 25;interleukin-17e;interleukin 17e;il-17e;il17e;	http://www.ncbi.nlm.nih.gov/gene/?term=64806	-	-	interleukin 25	605658	140806	PR:000001113	interleukin-17E	IL-25;IL-17E;IL17E;IL25;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001113	91	9606	-	IL-25;Interleukin-17E;IL-17E;	IL25_HUMAN	Interleukin-25	CID_118
ANA161	IL26					interleukin26;	AK155;IL-26;	55801	HGNC:17119	IL26	Interleukin-26;il-26;il26;ak155;interleukin 26;interleukin-26;	http://www.ncbi.nlm.nih.gov/gene/?term=55801	-	-	interleukin 26	605679	-	PR:000001475	interleukin-26	AK155;IL-26;IL26;protein AK155;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001475	127	9606	-	IL-26;Protein AK155;	IL26_HUMAN	Interleukin-26	CID_119
ANA162	IL27					interleukin27 subunit alpha;interleukin30;interleukin 30;IL27 subunit alpha;IL27A;IL27 p28 subunit;	p28;IL30;IL-27;IL27A;IL-27A;IL27p28;	246778	HGNC:19157	IL27	il-27;	http://www.ncbi.nlm.nih.gov/gene/?term=246778	D064094	Interleukin-27	interleukin 27	608273	246779	PR:000001385	interleukin-27 subunit alpha	p28;IL27;IL-27-A;IL-30;IL27p28;IL27-A;IL-27 subunit alpha;IL27A;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001385	93	9606	Interleukin-27;IL27;IL-27; IL 27;	IL-27 subunit alpha;IL-27-A;IL27-A;Interleukin-30;p28;	IL27A_HUMAN	Interleukin-27 subunit alpha	CID_120
ANA163	IL2RA					IL-2 receptor subunit alpha;IL-2-RA;IL-2R subunit alpha;IL2-RA;TAC antigen;insulin-dependent diabetes mellitus 10;interleukin-2 receptor subunit alpha;p55;	RP11-536K7.1;CD25;IDDM10;IL2R;TCGFR;	3559	HGNC:6008	IL2RA	-	http://www.ncbi.nlm.nih.gov/gene/?term=3559	-	-	interleukin 2 receptor, alpha 	147730	16184	PR:000001380	interleukin-2 receptor subunit alpha	TAC antigen;CD25;Il2r;IL2-RA;IL2RA;IL-2-RA;IL-2R subunit alpha;IL-2 receptor subunit alpha;p55;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001380	-	9606	-	IL-2 receptor subunit alpha;IL-2-RA;IL-2R subunit alpha;IL2-RA;TAC antigen;p55;	IL2RA_HUMAN	Interleukin-2 receptor subunit alpha	CID_204
ANA164	IL2RB					CD122 antigen;IL-2 receptor subunit beta;IL-2R subunit beta;IL-2RB;high affinity IL-2 receptor beta subunit;high affinity IL-2 receptor subunit beta;interleukin 15 receptor, beta;interleukin-2 receptor subunit beta;p75;	RP5-1170K4.6;CD122;IL15RB;P70-75;	3560	HGNC:6009	IL2RB	-	http://www.ncbi.nlm.nih.gov/gene/?term=3560	-	-	interleukin 2 receptor, beta	146710	16185	PR:000001381	interleukin-2 receptor subunit beta	p70-75;IL-2 receptor subunit beta;IL-2RB;high affinity IL-2 receptor subunit beta;IL2RB;p75;IL-2R subunit beta;CD122;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001381	-	9606	-	IL-2 receptor subunit beta;IL-2R subunit beta;IL-2RB;High affinity IL-2 receptor subunit beta;p70-75;p75;	IL2RB_HUMAN	Interleukin-2 receptor subunit beta	CID_205
ANA165	IL2RG					CD132 antigen;IL-2 receptor subunit gamma;IL-2R subunit gamma;common cytokine receptor gamma chain;cytokine receptor common subunit gamma;gammaC;	CD132;CIDX;IL-2RG;IMD4;P64;SCIDX;SCIDX1;	3561	HGNC:6010	IL2RG	-	http://www.ncbi.nlm.nih.gov/gene/?term=3561	-	-	interleukin 2 receptor, gamma	308380	16186	PR:000001340	cytokine receptor common subunit gamma	CD132;IL-2 receptor subunit gamma;IL-2R subunit gamma;IL-2RG;IL2RG;cytokine receptor common gamma chain;interleukin-2 receptor subunit gamma;p64;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001340	-	9606	-	Interleukin-2 receptor subunit gamma;IL-2 receptor subunit gamma;IL-2R subunit gamma;IL-2RG;gammaC;p64;	IL2RG_HUMAN	Cytokine receptor common subunit gamma	CID_206
ANA166	IL3					Pcellstimulating factor;multipotential colonystimulating factor;multilineagecolonystimulating factor;Pcell stimulating factor;interleukin3;hematopoietic growth factor;mastcell growth factor;mast cell growth factor;colonystimulating factor, multiple;	IL-3;MCGF;MULTI-CSF;	3562	HGNC:6011	IL3	il-3;mast cell growth factor;interleukin 3;il3;interleukin-3;mcgf;mgc79399;csfmu;multipotential colony-stimulating factor;mgc79398;hematopoietic growth factor;multi-csf;p-cell-stimulating factor;	http://www.ncbi.nlm.nih.gov/gene/?term=3562	D007377	Interleukin-3	interleukin 3	147740	16187	PR:000001387	interleukin-3	MCGF;P-cell-stimulating factor;IL3;mast cell growth factor;Csfmu;IL-3;multipotential colony-stimulating factor;hematopoietic growth factor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001387	175	9606	IL 3;IL-3;IL3;Interleukin-3;interleukin 3;	IL-3;Hematopoietic growth factor;Mast cell growth factor;MCGF;Multipotential colony-stimulating factor;P-cell-stimulating factor;	IL3_HUMAN	Interleukin-3	CID_125
